voterid,urbanicity,date_of_birth,gender,married,homeowner,has_children,zipcode,modeled_charitable_giving,household_income,unaffiliated_voter,modeled_activist_score,modeled_turnout_score,discretionary_income_level,nonsaver_level,modeled_partisan_score,survey_respondent,liberal_cause_donation,ntile
7382,Urban,1946,,1,1,,4109,8,78000,1,43.1,83.5,3,8,89.3,0,,1
3096,Rural,1966,F,1,1,1,3073,8,65000,1,23.3,83.4,7,5,89.3,1,37,1
10366,Rural,1942,F,0,1,,3715,9,44000,1,34.6,82.3,11,7,89.3,0,,2
10911,Rural,1971,F,0,,,3510,,101000,1,62.5,81.3,4,,89.3,0,,2
8183,Rural,1950,M,1,1,,3722,7,28000,1,59.7,80,10,4,89.3,0,,2
7868,Suburban,1988,M,1,1,,3087,5,102000,1,45.6,78.6,5,9,89.3,0,,2
15832,Urban,1978,,0,,,3062,,,1,37.4,76.1,,,89.3,0,,2
15034,Suburban,1962,M,1,1,,4096,9,65000,1,45.6,90.9,4,8,89.4,0,,1
19178,Rural,1948,M,1,,,3138,8,30000,1,57.8,84.2,10,2,89.4,0,,1
12557,Suburban,1970,F,0,0,,5250,,71000,1,18.2,78.1,6,,89.4,0,,1
9771,Urban,1936,F,0,,,4317,,11000,1,38.2,72.6,11,,89.4,0,,2
3973,Urban,1970,F,0,1,,3200,4,58000,1,61.2,70.6,9,5,89.4,1,31,2
9434,Suburban,1955,M,1,1,,3535,6,89000,1,39.4,92.4,2,10,89.5,0,,1
15946,Rural,1962,M,1,1,1,4251,8,76000,1,17,87.6,1,5,89.5,0,,1
9739,Rural,1937,F,0,,,3407,,17000,1,45.3,80.6,11,1,89.5,0,,2
675,Rural,1932,F,0,1,,4258,8,51000,1,84.1,94.6,6,6,89.6,1,39,1
17635,Rural,1949,,1,,,4825,8,25000,1,79.2,91.8,11,4,89.6,0,,1
15439,Urban,1975,F,0,,,4133,9,71000,1,12.1,85.4,5,7,89.6,0,,2
7750,Rural,1947,M,0,,,4805,,31000,1,81.4,76,7,,89.6,0,,2
2602,Rural,1962,M,0,0,,5117,,96000,1,48.9,96,3,,89.7,0,,1
8268,Suburban,1945,M,1,1,,4066,10,42000,1,65,95,2,2,89.7,0,,1
4212,Suburban,1960,M,1,1,,5682,4,64000,1,56.5,88.8,5,5,89.7,1,70,1
13800,Suburban,1981,M,1,1,,3551,8,74000,1,28,88.7,4,8,89.7,0,,1
14313,Rural,1984,M,1,,,5314,2,102000,1,63.5,85.9,3,2,89.7,0,,2
6697,Suburban,1959,M,0,,,4506,4,48000,1,35.8,84.6,7,1,89.7,0,,2
7418,Rural,1944,M,1,1,,3509,5,28000,1,69.7,83.6,8,5,89.7,0,,2
11657,Suburban,1972,M,1,1,,5346,8,80000,1,43.9,92.4,3,9,89.8,0,,1
6721,Suburban,1979,M,1,1,,5062,1,136000,1,15.9,89.4,2,10,89.8,0,,1
11216,Rural,1953,F,1,1,,3954,5,96000,1,75.4,87.2,3,7,89.8,0,,1
7075,Rural,1977,F,0,1,,5356,6,77000,1,19.4,86.9,4,10,89.8,0,,1
17596,Suburban,1970,F,0,,,3617,,57000,1,24,85.5,5,,89.8,0,,2
6857,Suburban,1964,M,0,,,3610,9,66000,1,18.8,83.6,4,7,89.8,0,,2
11746,Rural,1991,F,0,,,5706,10,32000,1,60.9,82.2,10,2,89.8,0,,2
1601,Rural,1951,F,1,1,,3056,9,28000,1,70.5,97.2,10,3,89.9,1,12,1
4193,Suburban,1980,M,1,1,,5142,5,92000,1,44.6,91.7,2,9,89.9,1,81,1
17132,Rural,1958,M,1,1,,3956,7,55000,1,68.4,86.8,3,3,89.9,0,,1
14257,Urban,1961,F,1,1,,4114,4,120000,1,74.1,85.9,3,7,89.9,0,,1
11919,Suburban,1947,M,1,1,,5019,9,23000,1,50,83.9,11,4,89.9,0,,2
11188,Rural,1994,,0,,,4695,,,1,88.4,83.2,,,89.9,0,,2
9492,Urban,1987,,0,,,3212,,,1,55.2,71.5,,,89.9,0,,2
2407,Suburban,1950,M,1,1,,3562,6,87000,1,83.7,97.3,3,6,90,1,85,1
8227,Rural,1943,F,1,1,,4065,9,53000,1,82.4,95.7,7,7,90,0,,1
5461,Rural,1940,M,1,1,,3118,5,87000,1,14.6,81.8,9,7,90,0,,2
13227,Rural,1936,M,1,,,5034,,45000,1,57.7,95.2,8,,90.1,0,,1
10193,Rural,1961,M,1,1,,3100,7,77000,1,14.8,93.1,4,8,90.1,0,,1
11900,Suburban,1949,,0,1,1,4136,9,58000,1,76.6,90.9,7,6,90.1,0,,1
3084,Urban,1981,M,1,1,,5213,7,53000,1,25.5,87.9,7,7,90.1,1,69,1
5446,Urban,1964,F,0,1,,5223,3,71000,1,52.7,86.9,4,7,90.1,0,,2
14481,Urban,1984,M,1,1,,4120,,88000,1,82.2,86.7,4,,90.1,0,,2
4231,Rural,1972,F,1,1,,5642,6,47000,1,14.9,86.3,3,4,90.1,1,48,2
10945,Urban,1960,M,0,1,,3224,6,51000,1,14.5,76.3,11,4,90.1,0,,2
15185,Urban,1944,,1,,,5205,,44000,1,81,93.8,8,,90.2,0,,1
4663,Suburban,1958,F,1,1,,5843,4,85000,1,37.8,90.9,4,8,90.2,1,94,1
2102,Rural,1971,F,1,,,3844,,23000,1,38.5,90.8,11,,90.2,0,,1
3745,Rural,1954,M,1,1,,4624,5,89000,1,21.8,89.4,4,8,90.2,1,97,1
16018,Rural,1949,M,0,1,,4670,5,42000,1,70,88.4,8,2,90.2,0,,1
11665,Suburban,1974,M,1,1,,3063,9,72000,1,14.1,87.5,4,6,90.2,0,,2
3329,Rural,1951,F,1,,,5642,5,59000,1,16.5,86.5,6,6,90.2,1,50,2
371,Suburban,1952,M,0,,,4511,10,16000,1,56.4,77.1,11,4,90.2,0,,2
16838,Suburban,1990,F,0,,,4144,8,57000,1,34.6,74.2,5,5,90.2,0,,2
19803,Rural,1957,M,0,,,4412,9,54000,1,74.8,95.5,8,7,90.3,0,,1
11705,Urban,1946,M,1,1,,4133,8,46000,1,66.1,95.1,8,2,90.3,0,,1
10112,Rural,1941,,1,,,5639,7,40000,1,72.2,94.9,10,5,90.3,0,,1
2778,Urban,1949,M,1,1,,3232,7,50000,1,87.5,94.9,8,8,90.3,1,6,1
15084,Rural,1937,M,0,1,,3567,8,70000,1,54.5,91.9,4,5,90.3,0,,1
11398,Rural,1964,F,1,1,,3165,10,42000,1,17.2,89.8,4,4,90.3,0,,1
10026,Rural,1959,M,1,,,3130,6,59000,1,24.3,89.1,5,4,90.3,0,,2
15466,Urban,1985,,1,,,3207,,,1,83.1,87.8,,,90.3,0,,2
13807,Suburban,1962,F,0,,,4078,,53000,1,50.8,83.8,6,,90.3,0,,2
5094,Urban,1977,F,1,1,,4144,10,18000,1,71.1,79.3,11,5,90.3,1,21,2
17932,Urban,1948,M,0,0,,3601,,25000,1,78.5,75.3,11,,90.3,0,,2
6335,Urban,1951,F,0,,,3201,8,20000,1,52.4,71.4,10,4,90.3,0,,2
7247,Suburban,1962,F,1,1,,4512,8,68000,1,78.3,96.8,6,7,90.4,0,,1
19296,Rural,1968,M,0,1,,5032,7,28000,1,28.2,87.5,2,3,90.4,0,,1
2412,Rural,1978,M,1,1,,5059,7,72000,1,65,83,9,8,90.4,0,,1
571,Suburban,1944,F,1,,1,3707,10,19000,1,60.3,82.8,10,2,90.4,1,10,2
14402,Suburban,1949,,1,0,,4314,9,41000,1,20.7,81,10,1,90.4,0,,2
3894,Urban,1980,F,1,,,4133,6,58000,1,47.4,80.9,7,9,90.4,1,75,2
16070,Rural,1942,M,1,,,3540,8,67000,1,35.7,88,3,5,90.5,0,,1
1604,Rural,1961,M,1,0,,4906,3,108000,1,28.3,87.6,3,9,90.5,1,98,1
3258,Suburban,1949,M,0,1,,4030,10,60000,1,27.9,85.5,7,7,90.5,1,24,1
9834,Suburban,1979,F,1,1,,3120,5,104000,1,28.7,85.4,11,10,90.5,0,,1
6742,Rural,1970,F,0,1,,4664,9,52000,1,77.8,84,4,4,90.5,0,,2
15871,Suburban,1976,M,1,,,4318,10,50000,1,55.9,79.8,7,4,90.5,0,,2
19155,Rural,1936,M,1,1,,3426,8,58000,1,27.9,72.7,4,5,90.5,0,,2
6336,Urban,1954,M,0,1,,3024,7,98000,1,68,92.7,1,9,90.6,0,,1
10658,Rural,1975,F,1,1,1,5384,8,68000,1,24.1,91.8,4,7,90.6,0,,1
20050,Suburban,1954,M,0,1,,5242,4,120000,1,50.1,84.6,1,10,90.6,0,,1
11145,Rural,1983,F,0,1,,3518,5,71000,1,47.4,80.8,5,4,90.6,0,,2
9329,Suburban,1963,M,0,1,1,5014,8,71000,1,43.5,78.3,3,5,90.6,0,,2
13096,Urban,1970,F,0,,,3610,10,44000,1,20.9,70.3,6,4,90.6,0,,2
19619,Suburban,1961,F,1,1,,5240,5,97000,1,49.2,92,4,9,90.7,0,,1
19086,Rural,1955,F,1,1,,4287,9,45000,1,31.1,85.4,8,4,90.7,0,,1
10383,Suburban,1957,,1,,,4123,,315000,1,72.4,84.6,1,,90.7,0,,2
4916,Suburban,1982,,0,,,3065,,65000,1,49.2,75.4,7,,90.7,0,,2
11381,Suburban,1996,,0,,,5708,,,1,82.2,94.5,,,90.8,0,,1
6791,Rural,1937,F,1,1,,5317,,20000,1,55.4,89.5,11,1,90.8,0,,1
5296,Rural,1931,M,0,1,,5365,10,13000,1,54.4,84.8,11,4,90.8,0,,1
1765,Rural,1958,F,0,1,,5688,4,54000,1,25.9,83.4,6,2,90.8,1,90,2
5156,Rural,1942,M,1,1,,3071,10,16000,1,51,82.9,11,4,90.8,0,,2
1087,Rural,1966,F,1,1,,5361,4,104000,1,53.6,98.4,3,8,90.9,1,47,1
15124,Urban,1971,F,1,1,,5215,7,75000,1,27.9,90.9,4,5,90.9,0,,1
9399,Suburban,1983,M,1,1,,5045,5,87000,1,15.9,89.2,8,8,90.9,0,,1
16661,Rural,1943,F,0,,,5762,,12000,1,52.6,80.6,11,1,90.9,0,,2
5057,Rural,1982,,0,,,None,,,1,23.4,75.2,,,90.9,0,,2
11350,Suburban,1966,M,1,1,,3063,7,68000,1,69.1,93.8,7,7,91,0,,1
4534,Suburban,1959,M,1,1,1,5243,6,86000,1,51.6,93.6,1,9,91,1,79,1
6890,Suburban,1971,M,1,1,,5049,7,67000,1,22.5,92.4,5,6,91,0,,1
4049,Rural,1954,M,1,1,,4424,4,91000,1,44.8,88.2,4,9,91,1,19,1
16552,Rural,1958,M,1,,,5711,8,23000,1,31,86.1,11,4,91,0,,2
13998,Rural,1957,,0,,,5634,,,1,69.5,80.6,,,91,0,,2
2808,Suburban,1943,F,0,1,,5157,,27000,1,48.6,75.3,11,,91,0,,2
4665,Rural,1954,M,1,0,,5344,7,50000,1,61.3,93.1,7,7,91.1,1,24,1
8695,Suburban,1974,F,1,1,,3062,1,131000,1,30.9,92.8,2,8,91.1,0,,1
6873,Rural,1951,M,1,1,1,5158,8,49000,1,58.3,92,8,7,91.1,0,,1
1371,Rural,1971,M,1,1,,3820,8,55000,1,64.2,91.9,4,6,91.1,1,7,1
10204,Suburban,1947,F,1,1,,4143,9,53000,1,80.8,91.8,7,7,91.1,0,,1
1974,Suburban,1943,F,1,1,,5067,7,76000,1,43.2,89.8,1,7,91.1,1,13,2
5587,Suburban,1957,M,1,1,,4665,7,45000,1,28.8,85.3,7,2,91.1,0,,2
17796,Suburban,1958,M,0,,,5248,3,75000,1,57.8,79.1,7,7,91.1,0,,2
11784,Rural,1949,M,0,,,5622,,29000,1,44.7,73.6,11,1,91.1,0,,2
9746,Urban,1984,F,1,1,,5237,5,51000,1,49.5,87.6,6,3,91.2,0,,1
11151,Urban,1988,,0,,,3223,,,1,75.1,79.2,,,91.2,0,,1
17042,Rural,1990,M,1,1,,5643,10,50000,1,14.6,78.7,9,2,91.2,0,,2
12997,Suburban,1947,F,1,1,,4035,10,21000,1,31,78,11,2,91.2,0,,2
8999,Suburban,1969,M,1,1,,3569,10,25000,1,52,94.3,11,2,91.3,0,,1
18194,Urban,1980,M,1,,,3217,,173000,1,63.1,91.7,2,,91.3,0,,1
6353,Suburban,1963,M,1,1,,3701,,83000,1,71.3,88.4,7,,91.3,0,,1
11748,Rural,1977,F,0,1,,5337,4,71000,1,38.7,88.3,5,6,91.3,0,,1
5364,Rural,1964,F,1,1,,5010,6,56000,1,40.2,86.8,8,10,91.3,0,,1
2595,Urban,1959,F,0,1,,5400,,52000,1,63.6,83.8,2,,91.3,0,,2
13831,Rural,1927,,0,,,3447,,,1,76.9,80.5,,,91.3,0,,2
3652,Rural,1986,,1,1,,3111,4,66000,1,17.4,79.3,7,9,91.3,1,98,2
7374,Urban,1991,,0,,,4117,,,1,86.2,75.1,,,91.3,0,,2
13181,Suburban,1946,F,1,1,,4030,10,72000,1,49.7,87.6,4,8,91.4,0,,1
1805,Urban,1982,F,0,1,,4108,1,121000,1,57.1,83,2,8,91.4,1,97,1
15190,Suburban,1953,F,0,1,,5457,8,52000,1,59.5,82.2,9,4,91.4,0,,2
19914,Rural,1943,M,1,1,,5844,10,57000,1,84.9,96.3,7,7,91.5,0,,1
18735,Rural,1980,F,0,1,,3089,,67000,1,66,89.9,5,,91.5,0,,1
2438,Suburban,1981,,0,,,5242,,,1,78.8,89.2,,,91.5,0,,1
6327,Suburban,1932,M,1,1,,4139,,12000,1,65.4,85.7,11,3,91.5,0,,1
13479,Rural,1943,,1,,,5623,,71000,1,37.7,84,4,,91.5,0,,2
5257,Suburban,1956,F,0,1,,3062,7,64000,1,15.6,82.1,6,7,91.5,0,,2
19406,Suburban,1980,,0,,,None,3,,1,23.1,77.4,,5,91.5,0,,2
8347,Suburban,1960,F,1,0,,3615,,44000,1,42.7,73.6,8,,91.5,0,,2
17997,Rural,1969,,1,1,1,5849,3,118000,1,61.2,97.9,2,7,91.6,0,,1
6912,Rural,1954,M,1,1,,5876,4,53000,1,52.9,97,7,5,91.6,0,,1
9901,Rural,1953,M,1,1,,3517,6,87000,1,44.6,92.6,4,6,91.6,0,,1
3631,Rural,1941,F,1,1,,5836,8,32000,1,72.1,90.7,10,6,91.6,1,13,1
12734,Rural,1941,M,1,0,,4020,9,50000,1,60.8,88.2,2,8,91.6,0,,1
2683,Rural,1970,M,1,1,,3901,6,55000,1,26.3,88.1,5,7,91.6,1,77,1
15659,Rural,1946,F,1,1,,5035,6,73000,1,77.4,87.8,1,7,91.6,0,,2
6155,Suburban,1959,M,1,1,,5245,9,67000,1,24.4,85.5,6,5,91.6,0,,2
7902,Urban,1978,M,1,1,,4129,9,67000,1,71.5,83.2,4,6,91.6,0,,2
19951,Rural,1933,M,1,1,,3138,1,143000,1,42.9,79.7,1,8,91.6,0,,2
11076,Urban,1968,F,1,1,,None,,,1,51.9,72.2,,,91.6,0,,2
18800,Urban,1963,,0,,,3228,,53000,1,37.6,70.7,7,,91.6,0,,2
2145,Suburban,1959,M,1,1,,4314,7,78000,1,78.2,96.1,3,7,91.7,1,31,1
8562,Rural,1972,M,1,1,,3511,6,102000,1,42.8,90,3,8,91.7,0,,1
12814,Suburban,1980,M,1,1,,4519,8,82000,1,42.8,89.9,5,7,91.7,0,,1
16063,Urban,1939,,0,1,,4121,10,28000,1,81.1,88.5,7,3,91.7,0,,1
2467,Rural,1951,M,1,1,,5103,3,115000,1,62.8,87.7,2,8,91.7,1,51,2
17407,Rural,1970,F,1,,,4845,1,75000,1,15.1,87.4,5,7,91.7,0,,2
15845,Suburban,1964,M,0,1,,4113,10,46000,1,60.6,83.7,6,4,91.7,0,,2
15170,Rural,1954,M,1,,,5710,6,85000,1,23.9,81.9,5,9,91.7,0,,2
16985,Suburban,1954,,1,1,,4145,1,148000,1,64.9,95.7,2,9,91.8,0,,1
14705,Suburban,1978,M,1,1,,5046,4,103000,1,41.1,89.6,6,10,91.8,0,,1
12609,Suburban,1985,,1,,,4684,,,1,69.1,87.2,,,91.8,0,,1
1747,Rural,1950,F,1,1,,3518,8,47000,1,39.2,86.8,8,2,91.8,1,16,1
8601,Urban,1989,F,0,1,,3203,,,1,69.5,83.2,,,91.8,0,,2
6601,Suburban,1931,M,1,1,,5377,9,24000,1,50.6,82.2,11,4,91.8,0,,2
7919,Suburban,1971,,0,0,,5142,6,85000,1,33.3,78.3,5,7,91.8,0,,2
19478,Rural,1957,F,0,1,,3334,7,86000,1,13.5,91.4,5,9,91.9,0,,1
110,Urban,1970,M,1,,,3628,,61000,1,52,90.9,7,,91.9,0,,1
863,Rural,1953,F,0,,,5646,,29000,1,77,90.5,11,,91.9,0,,1
11535,Rural,1957,F,1,1,,4901,4,83000,1,37.6,87.7,4,8,91.9,0,,1
18489,Suburban,1939,M,1,1,,3053,9,28000,1,64,87.3,11,3,91.9,0,,1
3556,Rural,1943,F,1,1,,3113,8,45000,1,40.2,84,9,2,91.9,1,25,1
351,Rural,1950,F,0,1,,4071,6,59000,1,89.1,79.8,2,6,91.9,1,77,2
14948,Suburban,1945,M,0,1,,5240,7,17000,1,64.8,79.4,10,5,91.9,0,,2
15064,Urban,1965,M,0,1,,3207,4,73000,1,77.6,75.1,3,7,91.9,0,,2
169,Urban,1990,F,0,1,,4107,10,13000,1,47,72,11,4,91.9,1,32,2
196,Suburban,1974,,0,,,4313,6,87000,1,17,72,5,7,91.9,1,71,2
8000,Rural,1968,F,1,1,1,5509,7,69000,1,54.9,97,4,7,92,0,,1
17913,Urban,1947,M,1,1,,5235,9,56000,1,69.2,95.1,6,4,92,0,,1
14138,Rural,1937,F,0,,,4678,,13000,1,80,90.5,11,1,92,0,,1
10782,Rural,1955,M,1,1,,3513,6,71000,1,63.2,89.5,5,7,92,0,,1
13471,Suburban,1944,M,0,1,,4315,,11000,1,58.9,89.2,11,,92,0,,1
11878,Rural,1959,F,1,1,,3901,8,53000,1,49.2,89.1,8,8,92,0,,2
16937,Suburban,1943,M,1,1,,4214,10,51000,1,42,83.5,7,8,92,0,,2
18315,Suburban,1966,F,1,,,4054,9,66000,1,18.3,82,1,7,92,0,,2
2611,Urban,1983,F,0,,,3614,,88000,1,74.4,76.7,4,,92,0,,2
3356,Urban,1943,M,1,1,,4141,10,56000,1,14.4,74.4,2,6,92,1,83,2
14364,Suburban,1948,F,1,1,,4232,6,75000,1,69.1,97.7,1,6,92.1,0,,1
1682,Rural,1952,F,1,1,,3079,8,24000,1,57.8,97.3,11,2,92.1,1,20,1
12989,Suburban,1941,M,1,1,,5153,9,26000,1,63.5,97,10,4,92.1,0,,1
1905,Suburban,1960,M,0,1,,4246,,91000,1,56.2,94.5,4,,92.1,0,,1
5196,Rural,1952,M,1,1,,3966,9,51000,1,68.9,90,7,4,92.1,0,,1
13935,Suburban,1974,F,1,1,,None,6,,1,15.8,88.9,,9,92.1,0,,1
19027,Rural,1962,F,0,1,,3337,4,108000,1,51,87.9,11,10,92.1,0,,2
827,Rural,1976,F,0,1,,5606,6,73000,1,44.4,85.4,3,5,92.1,1,58,2
18736,Suburban,1984,M,1,1,1,3461,10,74000,1,41.4,84.8,3,2,92.1,0,,2
8509,Urban,1978,F,0,,,None,8,131000,1,81.3,82.5,2,5,92.1,0,,2
8522,Suburban,1975,,0,,,3561,,,1,75.9,80.1,,,92.1,0,,2
19846,Rural,1965,M,1,,,5640,5,64000,1,17.6,96.1,6,5,92.2,0,,1
14014,Rural,1943,,1,,,3431,,,1,86.8,94.7,,,92.2,0,,1
13189,Rural,1926,F,1,1,,3043,3,46000,1,52.6,92,9,8,92.2,0,,1
11707,Suburban,1964,F,1,1,,5246,9,68000,1,58.2,89.4,3,5,92.2,0,,1
14374,Urban,1977,F,1,,,3608,,63000,1,32.1,86.7,7,,92.2,0,,1
2424,Rural,1956,,1,,,4283,,69000,1,22,85,11,,92.2,0,,1
15708,Suburban,1973,,0,1,,5100,9,74000,1,25.3,84.3,11,10,92.2,0,,2
3125,Urban,1971,M,0,,,3205,3,84000,1,51.2,79.8,5,7,92.2,1,68,2
14459,Rural,1963,F,1,1,,3819,6,22000,1,22,78.7,10,2,92.2,0,,2
14440,Suburban,1980,F,0,,,3232,10,15000,1,48.8,77.7,11,3,92.2,0,,2
12529,Urban,1986,M,0,1,,4110,,57000,1,83,75.8,7,,92.2,0,,2
17181,Suburban,1956,M,0,1,,5376,1,109000,1,75.4,96,4,8,92.3,0,,1
14458,Rural,1966,M,1,1,,5825,9,67000,1,80.4,95.9,4,5,92.3,0,,1
16889,Rural,1947,F,0,1,,5502,,48000,1,69.7,95,10,,92.3,0,,1
11952,Suburban,1978,M,1,1,,3084,1,123000,1,14.8,90.9,2,10,92.3,0,,2
13543,Rural,1951,M,1,,,5696,,17000,1,27.3,72.3,11,1,92.3,0,,2
19304,Rural,1950,M,1,1,,5115,5,56000,1,70.4,96.7,7,5,92.4,0,,1
11313,Rural,1940,F,1,1,,3463,6,28000,1,64.8,94.8,10,2,92.4,0,,1
18403,Rural,1943,M,1,1,,4667,8,26000,1,72.3,91.8,10,4,92.4,0,,1
18452,Suburban,1960,M,1,1,,4149,4,73000,1,64.6,88.9,3,6,92.4,0,,1
16604,Urban,1969,M,0,,,3601,,52000,1,78.2,88.3,7,,92.4,0,,1
17980,Urban,1972,F,0,1,,4117,10,65000,1,55.9,86.7,11,8,92.4,0,,2
9578,Rural,1973,F,0,,,5613,,61000,1,41.9,84.7,5,,92.4,0,,2
9867,Rural,1951,F,0,,,5897,,14000,1,59.5,84.5,11,1,92.4,0,,2
2295,Rural,1945,M,0,1,,5605,7,24000,1,56.7,82,10,4,92.4,1,22,2
13299,Urban,1969,M,0,,,3230,6,67000,1,23.3,80.4,7,7,92.4,0,,2
5800,Rural,1937,M,1,1,,4809,7,27000,1,77.6,96,10,2,92.5,0,,1
8943,Suburban,1954,M,1,1,1,4142,1,135000,1,67.7,95.8,1,8,92.5,0,,1
10589,Urban,1949,F,1,1,1,4137,10,26000,1,73.5,94.9,10,2,92.5,0,,1
14378,Suburban,1978,,0,0,,3307,6,59000,1,19.2,89.5,5,5,92.5,0,,1
11589,Rural,1956,F,1,1,,4054,10,45000,1,29,89,7,6,92.5,0,,1
15028,Suburban,1981,M,1,1,,4480,4,95000,1,48.7,88.3,3,9,92.5,0,,2
18558,Rural,1957,F,0,1,1,3567,6,55000,1,16.5,87.9,5,7,92.5,0,,2
6712,Suburban,1953,M,1,0,,4301,10,28000,1,10.7,86.6,10,1,92.5,0,,2
11663,Rural,1974,,0,1,,5752,,128000,1,57.8,76.5,2,,92.5,0,,2
2767,Suburban,1982,F,1,0,1,4036,10,14000,1,24.5,76.4,11,4,92.5,1,94,2
1009,Rural,1960,F,1,1,1,5826,7,52000,1,66.3,97.6,9,6,92.6,1,33,1
265,Rural,1943,F,1,1,,5322,9,23000,1,59.4,97.1,11,4,92.6,1,2,1
14871,Rural,1935,F,1,1,,5849,7,43000,1,80.3,95.9,8,4,92.6,0,,1
1208,Suburban,1956,M,1,1,,5102,10,67000,1,29.9,91.4,1,5,92.6,1,82,1
15140,Rural,1969,F,1,1,,3311,7,81000,1,11.2,91.2,4,9,92.6,0,,2
17116,Urban,1974,M,1,,,3200,8,47000,1,26.4,86.2,11,3,92.6,0,,2
3016,Suburban,1943,F,1,1,,5509,9,46000,1,22.9,85.1,8,4,92.6,1,29,2
10378,Rural,1939,F,0,1,,5359,9,50000,1,69.5,78.9,8,2,92.6,0,,2
10226,Urban,1966,F,1,1,1,3237,4,97000,1,46,96.8,6,8,92.7,0,,1
3502,Rural,1961,M,1,1,,5822,4,86000,1,65.9,93.7,1,8,92.7,1,67,1
6631,Urban,1952,M,1,1,,5238,9,28000,1,53,88.7,2,4,92.7,0,,1
2608,Suburban,1978,F,0,1,,3123,,48000,1,13.6,87.1,9,,92.7,0,,1
2125,Suburban,1948,F,0,,1,5447,10,17000,1,65.6,83.8,11,2,92.7,1,12,1
8656,Urban,1986,F,1,1,,5223,8,61000,1,66.4,83.5,7,2,92.7,0,,2
16052,Rural,1963,M,0,,,4442,,78000,1,42.6,83.3,4,,92.7,0,,2
8380,Urban,1983,,0,,,5219,,,1,76.5,79.1,,,92.7,0,,2
18520,Urban,1988,,0,,,4112,,,1,85.9,78.1,,,92.7,0,,2
10810,Urban,1942,F,0,,,4135,10,17000,1,19.3,71.3,11,2,92.7,0,,2
15510,Rural,1950,M,1,1,,4613,6,50000,1,33.5,96.3,7,8,92.8,0,,1
14805,Rural,1935,F,1,1,,5379,10,19000,1,56.6,96.1,9,4,92.8,0,,1
929,Rural,1960,M,1,1,,3407,7,63000,1,69.8,95.5,6,8,92.8,1,44,1
11821,Rural,1973,F,1,1,,5343,,86000,1,37.3,90.9,1,,92.8,0,,1
5720,Rural,1967,F,1,1,,4904,4,84000,1,39.6,89.8,3,7,92.8,0,,1
190,Urban,1971,M,1,1,,5428,9,56000,1,47.1,89.3,10,7,92.8,1,88,1
16984,Suburban,1971,F,1,,,4071,9,65000,1,68.1,89.3,3,7,92.8,0,,2
1563,Rural,1985,F,1,1,,3016,,106000,1,36.4,88.1,3,,92.8,0,,2
8201,Rural,1960,M,1,1,,5396,4,59000,1,19.5,86.5,6,3,92.8,0,,2
19697,Rural,1954,M,0,1,,5125,,127000,1,54.6,86.3,2,,92.8,0,,2
664,Urban,1954,,1,,,4126,,142000,1,79.1,86.1,10,,92.8,0,,2
9713,Rural,1981,M,1,1,1,5755,6,56000,1,35.9,83.5,5,4,92.8,0,,2
14270,Suburban,1957,F,1,1,,5255,1,150000,1,62.8,96.3,1,8,92.9,0,,1
10202,Urban,1949,F,1,1,,3234,4,100000,1,61.2,94.8,2,9,92.9,0,,1
7043,Suburban,1966,M,1,1,,3556,6,109000,1,70.7,90.9,5,10,92.9,0,,1
9057,Rural,1963,F,1,,,3026,8,86000,1,23,90.6,6,6,92.9,0,,1
19648,Suburban,1982,M,1,,,3612,7,56000,1,37.5,87,5,5,92.9,0,,1
11129,Urban,1954,F,1,1,,5425,10,45000,1,45.2,86.8,3,4,92.9,0,,2
7352,Rural,1981,M,0,1,,5382,,67000,1,71.8,84.8,4,,92.9,0,,2
9138,Rural,1949,M,1,1,,3548,8,30000,1,61.4,82.5,8,4,92.9,0,,2
11484,Suburban,1980,F,0,1,,4305,10,25000,1,19.8,79.6,11,2,92.9,0,,2
19630,Suburban,1965,M,1,1,,5042,7,80000,1,40.4,95.5,5,8,93,0,,1
16681,Rural,1962,M,1,1,,4827,7,88000,1,19.9,93,5,9,93,0,,1
3684,Rural,1967,F,1,,,3900,7,72000,1,25.8,88.5,4,5,93,1,46,1
13166,Suburban,1932,M,1,1,,5035,8,17000,1,60.9,86.9,11,4,93,0,,1
7417,Suburban,1968,F,0,1,,5240,,26000,1,68.7,86,11,,93,0,,1
6138,Suburban,1956,F,0,1,,4255,7,116000,1,86.3,85.4,2,10,93,0,,1
19655,Rural,1944,M,1,,,4081,,23000,1,42.4,80.6,10,,93,0,,2
13976,Urban,1965,,0,1,,5415,3,38000,1,27.2,79.9,9,5,93,0,,2
10570,Urban,1988,M,0,,,3205,8,42000,1,21.1,78.1,9,2,93,0,,2
10979,Rural,1953,M,1,,,5692,3,73000,1,40.4,77.7,4,5,93,0,,2
2265,Urban,1923,F,0,1,,4135,6,71000,1,64.9,71.4,5,7,93,1,9,2
10070,Rural,1962,F,1,1,,5872,9,80000,1,41.3,97.8,1,8,93.1,0,,1
19313,Rural,1958,M,1,1,,5691,,125000,1,56.2,97,4,7,93.1,0,,1
8158,Suburban,1942,F,1,1,,4288,9,27000,1,71.6,95.1,11,2,93.1,0,,1
2822,Rural,1942,M,1,,,5669,4,23000,1,48,94.5,11,4,93.1,1,14,1
19819,Suburban,1957,M,1,1,,5011,8,68000,1,79.9,94.5,7,5,93.1,0,,1
5813,Suburban,1953,F,1,1,,5242,4,112000,1,65.4,93.7,1,8,93.1,0,,1
